Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Violation Time,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Law Section,Sub Division,Vehicle Color,Vehicle Year
5100094254,DX9971,DC,PAS,01/01/2018,7,4D,FORD,0,,0,0,0,,0500A,BK,,,ATLANTIC AVE (W/B) @,1111,D,,2007
5100094242,XCTF16,NJ,PAS,01/01/2018,7,VAN,FRUEH,0,,0,0,0,,0454A,BK,,,HAMILTON AVE (N/B) @,1111,D,WT,2015
5100094230,T713102C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0451A,BK,,,SURF AVE (W/B) @ W 5,1111,D,BK,2017
5100094229,F25HKG,NJ,PAS,01/01/2018,7,4 DR,HONDA,0,,0,0,0,,0449A,MN,,,5TH AVE (S/B) @ 40TH,1111,D,BK,2015
5100094199,YEP93R,NJ,PAS,01/01/2018,7,WAGO,SUBAR,0,,0,0,0,,0444A,QN,,,HORACE HARDING EXPWY,1111,D,GY,2018
5100094175,6DB5323,MD,PAS,01/01/2018,7,4S,CHEVR,0,,0,0,0,,0441A,BK,,,LINDEN BLVD (W/B) @,1111,D,,2005
5100094163,0192TF,FL,PAS,01/01/2018,7,4D,KIA,0,,0,0,0,,0440A,BX,,,BRUCKNER BLVD (E/B),1111,D,GRY,2013
5100094151,FSV2324,NY,PAS,01/01/2018,7,VAN,DODGE,0,,0,0,0,,0439A,ST,,,FATHER CAPODANNO BLV,1111,D,WH,1999
5100094138,AYY2794,NY,PAS,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0437A,BK,,,CONEY ISLAND AVE (S/,1111,D,GY,2003
5100094126,T665762C,NY,OMT,01/01/2018,7,4DSD,FORD,0,,0,0,0,,0437A,,,,BAY ST (S/B) @ HANNA,1111,D,BL,2009
5100094084,2SURF,NY,SRF,01/01/2018,7,4DSD,VOLKS,0,,0,0,0,,0429A,QN,,,39TH ST (N/B) @ NORT,1111,D,BK,2004
5100094023,3WRT80,MA,PAS,01/01/2018,7,UT,LEXUS,0,,0,0,0,,0420A,BK,,,FLATBUSH AVE EXTENSI,1111,D,,2016
5100094000,T716730C,NY,OMT,01/01/2018,7,SUBN,INFIN,0,,0,0,0,,0417A,QN,,,HOYT AVE (S/B) @ 31S,1111,D,GY,2016
5100093973,T758509C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0415A,QN,,,ASTORIA BLVD S (E/B),1111,D,GY,2010
5100093950,DYN1718,NY,PAS,01/01/2018,7,SUBN,SUBAR,0,,0,0,0,,0409A,QN,,,HORACE HARDING EXPWY,1111,D,WHGY,2007
5100093948,R75JJR,NJ,PAS,01/01/2018,7,4 DR,CHRYS,0,,0,0,0,,0409A,BX,,,E 135TH ST (W/B) @ 3,1111,D,BK,2018
5100093936,PEW7126,NC,PAS,01/01/2018,7,BU,FORD,0,,0,0,0,,0408A,QN,,,ASTORIA BLVD (W/B) @,1111,D,,2007
5100093924,T724919C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0408A,BK,,,BEDFORD AVE (N/B) @,1111,D,GY,2016
5100093912,T664572C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0407A,BK,,,FLATBUSH AVE (N/B) @,1111,D,BK,2015
5100093894,T719694C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0401A,BK,,,EASTERN PKWY (W/B) @,1111,D,BK,2017
5100093870,T645868C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0400A,BX,,,BRONX RIVER PKWY OFF,1111,D,BK,2015
5100093869,T678879C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0354A,MN,,,YORK AVE (N/B) @ E 7,1111,D,BK,2017
5100093857,T670043C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0354A,BX,,,BRUCKNER BLVD (E/B),1111,D,GY,2014
5100093845,AM37382,CT,PAS,01/01/2018,7,CV,TOYOT,0,,0,0,0,,0353A,BK,,,ATLANTIC AVE (E/B) @,1111,D,GRY,2007
5100093833,9N22H,NY,OMT,01/01/2018,7,TAXI,NISSA,0,,0,0,0,,0350A,MN,,,12TH AVE (N/B) @ W 5,1111,D,YW,2014
5100093810,Z37GTX,NJ,PAS,01/01/2018,7,PKUP,DODGE,0,,0,0,0,,0349A,MN,,,5TH AVE (S/B) @ 40TH,1111,D,GY,2005
5100093808,BAX7109,WA,PAS,01/01/2018,7,SD,NISSA,0,,0,0,0,,0347A,QN,,,QUEENS BLVD (E/B) @,1111,D,,2016
5100093791,T695509C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0346A,BX,,,GRAND CONCOURSE (N/B,1111,D,BK,2016
5100093780,T683154C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0344A,QN,,,ASTORIA BLVD (W/B) @,1111,D,BK,2015
5100093766,5NH998,MA,PAS,01/01/2018,7,SD,NISSA,0,,0,0,0,,0339A,BK,,,ATLANTIC AVE (W/B) @,1111,D,,2010
5100093754,XCPX78,NJ,PAS,01/01/2018,7,WAGO,FORD,0,,0,0,0,,0338A,BK,,,WB ATLANTIC AVE @ LO,1111,D,WT,2016
5100093742,NASIR255,NY,OMT,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0335A,BK,,,WILLIAMSBURG ST (S/B,1111,D,GY,2017
5100093730,T77GAJ,NJ,PAS,01/01/2018,7,4 DR,MAZDA,0,,0,0,0,,0334A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2005
8545525977,81888,NY,MED,01/01/2018,71,SUBN,LEXUS,20190916,60,60,60,366487,T302,0110P,K,O,608,Oceanview Ave,408,j6,GL,2017
8545525953,T717465C,NY,OMT,01/01/2018,70,SUBN,TOYOT,20171231,60,60,60,366487,T302,0104P,K,O,3078,Brighton 6th St,408,j3,BK,2013
8545525941,617032,NY,PAS,01/01/2018,71,4DSD,HYUND,20180324,60,60,60,366487,T302,1249P,K,I,E,15th St,408,j6,WH,2006
8545525916,WP255W,NJ,PAS,01/01/2018,40,SUBN,MAZDA,88880088,60,60,60,366487,T302,1235P,K,O,3033,Brighton 14th St,408,e2,SILVE,0
8545525898,DRP2622,NY,PAS,01/01/2018,71,4DSD,TOYOT,20180902,60,60,60,366487,T302,1226P,K,F,3085,Brighton 13th St,408,j6,GY,2004
8545525886,DCG5831,NY,PAS,01/01/2018,71,4DSD,LEXUS,20190329,60,60,60,366487,T302,1222P,K,F,3060,Brighton 12th St,408,j6,GY,0
8545525862,HTL7496,NY,PAS,01/01/2018,71,SUBN,GMC,20190731,60,60,60,366487,T302,1218P,K,O,2990,Brighton 12th St,408,j6,GR,2004
8545525850,UM0Z2D,MO,PAS,01/01/2018,14,SUBN,DODGE,20191088,60,60,60,366487,T302,1211P,K,F,26,Cass Pl,408,c,OTHER,0
8545525837,T69NJD,NJ,PAS,01/01/2018,19,4DSD,TOYOT,88880088,60,60,60,366487,T302,1202P,K,F,110,Neptune Ave,408,c3,SILVE,0
8537677814,V15GNH,NJ,PAS,01/01/2018,16,SUBN,NISSA,88880088,84,84,84,357351,T301,0436P,K,I,S,Gallatin Pl,408,k2,GREY,0
8537677796,EVQS79,FL,PAS,01/01/2018,14,SUBN,FORD,20180688,84,84,84,357351,T301,0428P,K,O,25,Elm Pl,408,c,GREY,0
8537677784,CAU9597,NY,PAS,01/01/2018,24,4DSD,TOYOT,20181006,84,84,84,357351,T301,0323P,K,I,W,Livingston St,408,d5,GY,2006
8537677760,2GM487,MA,PAS,01/01/2018,14,4DSD,HONDA,20190788,84,84,84,357351,T301,0207P,K,O,25,Elm Pl,408,c,WHITE,0
8537677759,T756038C,NY,OMT,01/01/2018,16,4DSD,TOYOT,20181130,84,84,84,357351,T301,0204P,K,I,S,Elm Pl,408,k2,GR,2014
8537677747,2BT6777,AL,PAS,01/01/2018,14,SUBN,KIA,20180088,84,84,84,357351,T301,0200P,K,F,236,Livingston St,408,c,GREY,0
8537677735,EBV7878,NC,PAS,01/01/2018,19,4DSD,HONDA,20181188,84,84,84,357351,T301,0155P,K,F,202,Livingston St,408,c3,GREY,0
8549421650,DKX5528,NY,PAS,01/01/2018,71,SUBN,HONDA,20191122,66,66,66,366470,T302,0307P,K,F,5824,13th Ave,408,j6,BL,2003
8549421637,CWJ5627,NY,PAS,01/01/2018,71,4DSD,TOYOT,20180623,66,66,66,366470,T302,0212P,K,O,5910,14th Ave,408,j6,GY,2004
8549421625,FPY1114,NY,PAS,01/01/2018,70,SUBN,SUBAR,20171027,66,66,66,366470,T302,0133P,K,I,E,62nd St,408,j3,BK,2002
8549421583,DGJ1013,NY,PAS,01/01/2018,71,SUBN,TOYOT,20180707,66,66,66,366470,T302,0113P,K,F,1301,57th St,408,j6,BLACK,2007
8549421560,FXH6384,NY,PAS,01/01/2018,71,4DSD,NISSA,20180918,66,66,66,366470,T302,1258P,K,F,1301,51st St,408,j6,GY,2016
8549421558,R16HUA,NJ,PAS,01/01/2018,40,SUBN,TOYOT,88880088,66,66,66,366470,T302,1254P,K,F,1303,50th St,408,e2,GREY,0
8549421534,FPS1750,NY,PAS,01/01/2018,40,SUBN,TOYOT,20190918,66,66,66,366470,T302,1241P,K,F,1207,49th St,408,e2,GY,2012
8549421509,CYP9767,NY,PAS,01/01/2018,71,SUBN,HONDA,20181205,66,66,66,366470,T302,1158A,K,F,1240,41st St,408,j6,BK,2008
8549421480,BRU4926,NY,PAS,01/01/2018,40,SUBN,HONDA,20180530,66,66,66,366470,T302,1147A,K,F,4303,13th Ave,408,e2,BK,2016
8549421479,DSZ3353,NY,PAS,01/01/2018,71,SUBN,TOYOT,20180726,66,66,66,366470,T302,1146A,K,F,4319,13th Ave,408,j6,GY,2006
8549421443,FLC8117,NY,PAS,01/01/2018,71,SUBN,FORD,20190630,66,66,66,366470,T302,1133A,K,O,4202,14th Ave,408,j6,GR,2004
8548742318,CRC5829,NY,PAS,01/01/2018,70,SUBN,CHRYS,20171230,66,66,66,363128,T302,0536P,K,F,4115,Fort Hamilton Pkwy,408,j3,GREY,2003
8548742288,CRJ8614,NY,PAS,01/01/2018,71,SUBN,NISSA,20191022,66,66,66,363128,T302,0355P,K,O,5118,Fort Hamilton Pkwy,408,j6,RD,2014
8548742252,T745401C,NY,OMT,01/01/2018,71,SUBN,INFIN,20180731,66,66,66,363128,T302,0333P,K,F,920,50th St,408,j6,BK,2017
8548742173,T676299C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180531,66,66,66,363128,T302,0107P,K,F,522,Fort Hamilton Pkwy,408,j6,BK,2009
5100099616,T732572C,NY,OMT,01/01/2018,7,4DSD,BMW,0,,0,0,0,,0434P,ST,,,VICTORY BLVD (W/B) @,1111,D,BK,2013
5100099604,CTL3689,NY,PAS,01/01/2018,7,SUBN,NISSA,0,,0,0,0,,0433P,QN,,,QUEENS BLVD (W/B) @,1111,D,GY,2004
5100099598,4E93L1,TN,PAS,01/01/2018,7,,BMW,0,,0,0,0,,0432P,BX,,,BRUCKNER BLVD (E/B),1111,D,GRY,2017
5100099550,3V30H,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,0429P,QN,,,N CONDUIT AVE (W/B),1111,D,YW,2017
5100099525,AF47693,CT,PAS,01/01/2018,7,CW,TOYOT,0,,0,0,0,,0429P,BK,,,EASTERN PKWY (W/B) @,1111,D,GRY,2012
5100099513,OT8282,NJ,PAS,01/01/2018,7,4 DR,FORD,0,,0,0,0,,0428P,BK,,,FLATBUSH AVE (N/B) @,1111,D,BL,2010
5100099501,EVG9269,NY,PAS,01/01/2018,7,4DSD,LEXUS,0,,0,0,0,,0427P,QN,,,BEACH CHANNEL DR (W/,1111,D,RD,2010
5100099483,FPC9907,NY,PAS,01/01/2018,7,SUBN,VOLVO,0,,0,0,0,,0425P,BX,,,BRONX RIVER PKWY OFF,1111,D,GY,2016
5100099471,T735188C,NY,OMT,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0421P,BK,,,ATLANTIC AVE (W/B) @,1111,D,WH,2017
5100099458,AMH8960,NY,PAS,01/01/2018,7,SUBN,HONDA,0,,0,0,0,,0421P,BK,,,HAMILTON AVE (N/B) @,1111,D,TN,1999
5100099434,604467,NY,PAS,01/01/2018,7,4DSD,VOLKS,0,,0,0,0,,0420P,BK,,,WB ATLANTIC AVE @ LO,1111,D,GY,2013
5100099422,T691970C,NY,OMT,01/01/2018,7,4DSD,NISSA,0,,0,0,0,,0418P,BK,,,OCEAN PKWY (N/B) @ A,1111,D,GY,2006
5100099410,DFX5551,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0418P,BK,,,LINDEN BLVD (W/B) @,1111,D,GY,2005
5100099379,EWD6512,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0416P,QN,,,NORTHERN BLVD (W/B),1111,D,GY,2015
5100099367,FBD8930,NY,PAS,01/01/2018,7,PICK,CHEVR,0,,0,0,0,,0412P,QN,,,BORDEN AVE (E/B) @ G,1111,D,GY,2010
5100099355,T699171C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0409P,QN,,,WOODHAVEN BLVD (S/B),1111,D,BK,2015
5100099343,DZH9517,NY,PAS,01/01/2018,7,SUBN,JEEP,0,,0,0,0,,0409P,MN,,,12TH AVE (N/B) @ W 5,1111,D,GY,2016
5100099331,EUZ9961,NY,PAS,01/01/2018,7,SUBN,NISSA,0,,0,0,0,,0408P,BX,,,GUN HILL RD (E/B) @,1111,D,BK,2013
5100099320,N13DKW,NJ,PAS,01/01/2018,7,4 DR,HYUND,0,,0,0,0,,0407P,BX,,,E FORDHAM RD (E/B) @,1111,D,BLACK,2006
5100099318,4CP3056,MD,PAS,01/01/2018,7,4H,SUZUK,0,,0,0,0,,0407P,ST,,,RICHMOND RD (E/B) @,1111,D,,2002
5100099276,6E83B,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,0405P,BK,,,CADMAN PLAZA (E/B) @,1111,D,YW,2015
5100099264,AH40811,CT,PAS,01/01/2018,7,4W,LEXUS,0,,0,0,0,,0405P,BK,,,OCEAN PKWY (N/B) @ A,1111,D,WHI,2011
5100093705,T704004C,NY,OMT,01/01/2018,7,SUBN,LINCO,0,,0,0,0,,0324A,BK,,,WILLIAMSBURG ST (S/B,1111,D,BK,2014
5100093699,8J43H,NY,OMT,01/01/2018,7,TAXI,NISSA,0,,0,0,0,,0324A,MN,,,8TH AVE (N/B) @ 57TH,1111,D,YW,2016
5100093640,T664909C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0316A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2014
5100093638,T713882C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0315A,BK,,,EASTERN PKWY (W/B) @,1111,D,GY,2016
5100093626,3T65A,NY,OMT,01/01/2018,7,TAXI,TOYOT,0,,0,0,0,,0313A,BK,,,CADMAN PLAZA (E/B) @,1111,D,YW,2015
5100093614,T692717C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0313A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2016
5100093602,T747635C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0312A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2017
5100093572,T665065C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0307A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2015
5100093560,ONTHE9SS,NY,SRF,01/01/2018,7,SUBN,SUBAR,0,,0,0,0,,0304A,QN,,,N CONDUIT AVE (W/B),1111,D,RD,2017
5100093559,T724011C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0304A,BK,,,CADMAN PLAZA (E/B) @,1111,D,BK,2017
5100093535,T521937C,NY,OMT,01/01/2018,7,4DSD,LINCO,0,,0,0,0,,0259A,QN,,,EB GRAND CENTRAL PKW,1111,D,DKRD,2007
5100093523,T749804C,NY,OMT,01/01/2018,7,SUBN,TOYOT,0,,0,0,0,,0258A,BX,,,CROSS BRONX EXPWY (W,1111,D,BK,2016
5100093500,FZV5489,NY,PAS,01/01/2018,7,4DSD,NISSA,0,,0,0,0,,0257A,BK,,,EB ATLANTIC AVE @ RO,1111,D,GY,2010
5100093493,T749179C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0256A,BK,,,BEDFORD AVE (N/B) @,1111,D,GY,2016
5100093481,AJ48047,CT,PAS,01/01/2018,7,4D,LEXUS,0,,0,0,0,,0251A,BK,,,REMSEN AVE (N/B) @ L,1111,D,WHI,1997
5100093432,491WAX,CT,PAS,01/01/2018,7,CP,HONDA,0,,0,0,0,,0243A,QN,,,ASTORIA BLVD (E/B) @,1111,D,GRY,1999
5100093420,T692404C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0243A,QN,,,HOYT AVE (S/B) @ 31S,1111,D,BK,2015
5100093419,T695999C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0243A,BK,,,BEDFORD AVE (N/B) @,1111,D,BK,2016
5100093407,DNU4335,NY,PAS,01/01/2018,7,4DSD,FORD,0,,0,0,0,,0241A,QN,,,WHITESTONE EXPWY SVC,1111,D,BK,2001
5100093390,T655769C,NY,OMT,01/01/2018,7,SUBN,CHEVR,0,,0,0,0,,0239A,QN,,,QUEENS BLVD (E/B) @,1111,D,BK,2014
5100093377,T634773C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0234A,BX,,,E FORDHAM RD (E/B) @,1111,D,WH,2017
5100093330,U22HZA,NJ,PAS,01/01/2018,7,4 DR,NISSA,0,,0,0,0,,0228A,MN,,,WEST ST (S/B) @ 14TH,1111,D,RD,2011
5100093316,EHD8287,NY,PAS,01/01/2018,7,SUBN,GMC,0,,0,0,0,,0226A,ST,,,SO GANNON AVE (E/B),1111,D,WH,2008
5100093298,T704487C,NY,OMT,01/01/2018,7,4DSD,MAZDA,0,,0,0,0,,0225A,BK,,,CADMAN PLAZA (E/B) @,1111,D,WH,2016
5100093286,T691366C,NY,OMT,01/01/2018,7,4DSD,FORD,0,,0,0,0,,0224A,BX,,,W FORDHAM RD (W/B) @,1111,D,BK,2011
5100093274,T724372C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0224A,BK,,,CONEY ISLAND AVE (S/,1111,D,BK,2016
5100093250,T737199C,NY,OMT,01/01/2018,7,4DSD,NISSA,0,,0,0,0,,0218A,MN,,,5TH AVE (S/B) @ 40TH,1111,D,WH,2015
5100093225,EBB1033,NY,PAS,01/01/2018,7,SUBN,BMW,0,,0,0,0,,0215A,MN,,,8TH AVE (N/B) @ 57TH,1111,D,GY,2016
5100093201,ERR6044,NY,PAS,01/01/2018,7,4DSD,HONDA,0,,0,0,0,,0211A,QN,,,ASTORIA BLVD (W/B) @,1111,D,BL,2015
5100093183,T760024C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0158A,BK,,,ATLANTIC AVE (E/B) @,1111,D,GY,2015
5100093171,T726924C,NY,OMT,01/01/2018,7,4DSD,TOYOT,0,,0,0,0,,0156A,BK,,,ATLANTIC AVE (E/B) @,1111,D,BK,2011
1435133444,3AMDM7,CT,PAS,01/01/2018,46,SDN,NISSA,0,102,102,102,961114,102,0425A,Q,O,130-28,91 AVE,408,F1,BK,0
1435132166,DRG8408,NY,PAS,01/01/2018,98,SUBN,FORD,20180706,102,102,102,962923,102,0538P,Q,F,102-05,JAMAICA AVE,408,C3,GY,2004
1435130248,FZJ9107,NY,PAS,01/01/2018,14,SUBN,VOLKS,20180614,102,102,102,962543,102,0228A,Q,F,107-01,101 AVE,408,C3,WHT,2016
1435130236,ELW8273,99,PAS,01/01/2018,19,SDN,KIA,20181022,102,102,102,962543,102,0017A,Q,F,104-15,101 AVENUE,408,F2,GY,2009
1435129763,ESF3152,NY,PAS,01/01/2018,98,SDN,LEXUS,20190527,102,102,102,961586,102,0355P,NY,F,101-46,97 ST,408,F1,GY,2003
1434600270,BN93554,NY,COM,01/01/2018,66,TRAI,C/C,0,62,62,0,695244,KS11,0123A,K,F,2503,65TH ST,408,K4,WHITE,0
1434600269,BN93552,NY,COM,01/01/2018,66,TRAI,C/C,0,62,62,0,695244,KS11,0100A,K,F,8313,BAY PARKWAY,408,K4,WHITE,0
1434401730,N43MSV,NJ,PAS,01/01/2018,46,SUBN,NISSA,0,114,114,114,961514,114,1108P,Q,F,25 59,SETINWAY ST,408,E5,GY,0
1434153058,EMB4972,NY,PAS,01/01/2018,17,,CHEVR,20181015,111,111,0,471998,EHPW,1030P,,O,8026,BAXTER AVE,408,C4,RED,2008
1434042418,AE76747,AZ,PAS,01/01/2018,78,DELV,GMC,20180630,26,26,26,944339,26,0353A,NY,O,425,WEST 123 STREET,408,F2,WH,2013
1434041177,N4P6559,NY,PAS,01/01/2018,9,P-U,TOYOT,20180731,30,30,30,906089,30,0645P,NY,F,533,W 151 ST,408,F7,GY,2011
1434035220,EKF3116,NC,PAS,01/01/2018,50,,LINCO,20180331,48,48,48,960850,48,0521P,,F,,C/O BRONX PARKS,408,E2,,0
1429503830,FTV9610,NY,PAS,01/01/2018,20,SUBN,HONDA,20180124,121,121,121,955886,121,1237P,R,F,2795,RICHMOND AVE,408,J6,BLACK,2014
1429503397,T713224C,99,OMT,01/01/2018,70,SDN,TOYOT,20171031,121,121,121,948130,121,0840A,R,F,50,MULBERY AVE,408,M1,WHITE,2017
1429502125,DHT1710,NY,PAS,01/01/2018,9,SDN,DODGE,20190828,121,121,121,963381,121,0312A,R,,,C/O BIDWELL AVE,408,E2,GRY,2003
1435268143,BBH8721,NY,PAS,01/01/2018,14,SDN,HONDA,20180312,68,68,68,962210,68,0157P,K,,7024,10 AVE,408,E2,BLUE,2010
1435268131,BTGMON,NY,PAS,01/01/2018,40,SUBN,CHEVR,20190831,61,61,68,963210,68,1130A,K,F,1005,71 ST,408,E2,GY,2016
1435268106,AM368X,NJ,PAS,01/01/2018,46,DELV,MACK,0,68,68,68,963210,68,1017A,K,F,7518,5 AVE,408,F2,GREEN,0
1435122562,XFXX68,NJ,PAS,01/01/2018,78,DELV,HIN,20181220,113,113,113,924389,113,1108P,Q,O,115-20,MEXICO ST,408,F2,WH,2018
1435119710,T739563C,NY,PAS,01/01/2018,98,SUBN,HONDA,20180430,113,113,113,955494,113,0625P,Q,O,119-11,204 STREET,408,E3,BK,2017
1434594087,BE52724,NY,COM,01/01/2018,66,TRAI,,0,62,62,0,695294,KS11,0140A,K,F,1815,BAY RIDGE PARKWAY,408,D1,WHITE,0
1434013730,T679927C,NY,OMT,01/01/2018,46,SDN,TOYOT,20180630,44,44,44,950732,44,1252A,BX,O,1115,ANDERSON AVE,408,E2,BLK,2015
1434013704,BLANKPLATE,99,999,01/01/2018,46,SDN,DODGE,0,44,44,44,948765,44,1250A,BX,O,1139,ANDERSON AVENUE,408,J6,BLK,2010
1434011082,05219OR,CT,999,01/01/2018,40,SUBN,DODGE,20180103,50,50,50,926950,50,0425P,BX,F,161,W 195 ST,408,F1,BK,2012
1435265713,FZM3305,NY,PAS,01/01/2018,14,SUBN,HONDA,20181213,68,68,68,958035,68,1238P,K,O,884,68 ST,408,C,GRAY,2006
1434677199,7EJK852,CA,PAS,01/01/2018,20,SDN,HONDA,20180202,30,30,30,957959,30,0905P,NY,F,46,HAMILTON PLACE,408,C3,BLK,2013
1434137880,AJ51526,CT,PAS,01/01/2018,14,SDN,KIA,0,5,5,5,952794,5,0140P,NY,O,6,ELIZABETH ST,408,D,BL,0
1433992802,6AFAV8,CT,PAS,01/01/2018,98,VAN,DODGE,0,47,47,47,959000,47,0540P,K,F,691,BURUE AVE,408,F2,BURG,0
1433990684,EWX6505,NY,PAS,01/01/2018,83,SDN,VOLKS,20180215,47,47,47,958917,47,1144A,,F,3326,WHITE PLAINS RD,408,F2,WH,2011
1433986036,FYN7184,NY,PAS,01/01/2018,40,SDN,ME/BE,20180318,46,46,46,950654,46,0340A,BX,F,2315,WALTON AVE,408,E2,GY,2008
1429429513,430XMU,CT,PAS,01/01/2018,19,SDN,,0,109,109,0,0,0,1112A,Q,F,36-29,MAIN ST,408,C3,GREEN,0
1429429501,2706896,IN,PAS,01/01/2018,19,TRL,FRUEH,0,109,109,0,0,0,1106A,Q,F,40-14,MAIN ST,408,B,WHITE,0
1429429495,T614959C,99,PAS,01/01/2018,10,SUBN,TOYOT,0,109,109,0,0,0,1104A,Q,F,135-46,ROOSEVELT AVE,408,B,GREEN,0
1435682828,93171,MA,IRP,01/01/2018,30,BUS,VANHO,20180630,14,14,401,951561,401,0308P,NY,F,888,6TH AVE,408,C3,WH,2010
1435393703,T663297C,NY,OMT,01/01/2018,98,SDN,TOYOT,20181130,52,52,52,959601,52,0308A,,F,2821,DECATUR AVE,408,E2,BLK,2014
1435393697,CAS8794,NY,PAS,01/01/2018,40,SUBN,HONDA,20181104,52,52,52,959631,52,0202A,BX,F,2776,PARKVIEW TERRACE,408,E2,SILVE,2002
1435391081,T691112C,NY,OMT,01/01/2018,98,SDN,TOYOT,20180228,52,52,52,960323,52,0230P,BX,F,3447,KNOX PL,408,E2,WHITE,2016
1434674526,61T716,WV,PAS,01/01/2018,46,SDN,NISSA,0,30,30,30,957581,30,1237A,NY,F,614,W 135 ST,408,E2,BLK,2017
1434673534,HLY3158,NY,PAS,01/01/2018,31,SDN,ROLLS,20181201,30,30,30,963903,30,0530P,NY,F,563,W 145,408,E2,BLK,2016
1434673522,T694163C,NY,OMT,01/01/2018,40,TAXI,LINCO,20181130,30,30,30,963903,30,0546P,NY,F,1685,AMSTERDAM AVE,408,E2,BLK,2011
1434672013,FLN1801,NY,PAS,01/01/2018,19,SUBN,ME/BE,20190418,30,30,30,927824,30,0134A,NY,F,1774,AMSTERDAM AVE,408,E2,WHI,2012
1434671999,VGZ1634,VA,PAS,01/01/2018,46,SUBN,BMW,20180731,30,30,30,927824,30,0117A,NY,F,741,ST NICHOLAS AVE,408,C3,BLK,2003
1434671975,DUQL76,FL,PAS,01/01/2018,19,SUBN,BMW,0,30,30,30,927824,30,1231A,NY,F,563,W 145TH STREET,408,F1,BLK,2001
1434670351,EKP6466,NC,PAS,01/01/2018,40,SDN,CHEVR,20180615,30,30,30,953150,30,0042A,NY,F,612,WEST 135 STREET,408,D,GRY,2017
1433985536,T749534C,NY,OMT,01/01/2018,40,SDN,HONDA,20180831,46,46,46,953683,46,0333A,BX,F,2238,MORRIS AVE,408,E3,RED,2017
1433975075,FSX1483,OH,PAS,01/01/2018,98,SUBN,HONDA,0,83,83,83,949836,83,0832A,K,F,38,LOCUST ST,408,F1,WHITE,0
1433969683,BEN8484,NY,PAS,01/01/2018,46,SUBN,MAZDA,20171127,77,77,77,997320,77,1250A,K,F,1280,ST JOHNS PL,408,F1,GY,2007
1436734939,14470MJ,NY,COM,01/01/2018,46,VAN,ME/BE,20181031,109,109,109,932677,109,0358P,Q,F,41-21,PARSONS BLVD,408,E2,WH,2016
1435385159,64695MH,NY,COM,01/01/2018,78,TRUC,GMC,20180203,47,47,47,959932,47,1015P,BX,F,3938,BAYCHESTER AVE,408,K6,WHITE,1998
1435385147,95405MB,NY,COM,01/01/2018,78,TRUC,DODGE,20190930,47,47,47,959932,47,0917A,BX,F,3938,BAYCHESTER AVE,408,K6,WHITE,2005
